loss,accuracy,val_loss,val_accuracy,RRMSE,CC,SNR,SSIM
0.0823979377746582,0.27154412865638733,0.12718777358531952,0.2720588147640228,5.188723016518767,0.40585366690333136,1.9270643235243556,0.17912778055004236
0.07311441004276276,0.2949264645576477,0.1217084601521492,0.2594117522239685,4.706738741816821,0.4063924837587564,1.9520168580089565,0.17930648494923956
0.06570744514465332,0.3075367510318756,0.1221330314874649,0.2835294008255005,4.877249581298756,0.4017094684653787,2.012773872556187,0.1917619867645304
0.06023307517170906,0.33051469922065735,0.11374645680189133,0.3132352828979492,4.883270729679711,0.40424805835306393,2.0949854091473,0.19273204840303843
0.056988947093486786,0.33889704942703247,0.1120593249797821,0.2611764669418335,4.496342502733879,0.40477131676527967,2.141359608585429,0.19166606989492893
0.05348821356892586,0.34683823585510254,0.11480510979890823,0.275882363319397,4.516277407099942,0.4055083063787216,2.094071587894626,0.19611567225401141
0.05077347159385681,0.3549632430076599,0.10971278697252274,0.3100000023841858,4.217109396136963,0.4063986841275001,2.18130583414803,0.19763702629148758
0.04797390475869179,0.3737132251262665,0.10786155611276627,0.3041176497936249,4.578746158479946,0.40821282465612874,2.22872969597743,0.20304590201243353
0.04730948433279991,0.37261030077934265,0.11134606599807739,0.3126470446586609,4.5414329181645465,0.4084320220582741,2.1921457645176843,0.20451920315277608
0.04532190039753914,0.37845587730407715,0.10796429961919785,0.3132352828979492,5.095474546123646,0.4049799533048691,2.2531904635096334,0.20348986625964813
0.30836665630340576,0.013713235035538673,0.3263697028160095,0.0020588235929608345,3.0827993433178293,0.09728662172407991,-0.1882463775414618,0.004800481899237609
0.2567734718322754,0.02606617659330368,0.27392011880874634,0.019411765038967133,3.82007247520536,0.24038222489161717,0.20161822640343882,0.02752180029587076
0.23110432922840118,0.04341911897063255,0.2187909334897995,0.06911765038967133,3.3740282493707694,0.2859228491762261,0.7032298436256915,0.05277441232681257
0.19614499807357788,0.08250000327825546,0.19389234483242035,0.12558823823928833,3.7409949142071923,0.32577266403518385,1.0072269489093761,0.08512331258135793
0.16897200047969818,0.11463235318660736,0.17768160998821259,0.12382353097200394,3.691838884898046,0.34696313189860406,1.246557625265463,0.10608866504732628
0.1514994502067566,0.1462867707014084,0.1695486605167389,0.1420588195323944,3.7136411648200647,0.3400839193674036,1.3440002600215215,0.11389774474577348
0.14974960684776306,0.1511029452085495,0.17225781083106995,0.17352941632270813,4.350563951703588,0.34968157822740964,1.3084378138580341,0.12885606052907528
0.11939219385385513,0.20264706015586853,0.14379678666591644,0.20852941274642944,4.027436610622851,0.3629486614732879,1.6383180397354806,0.14365461859367798
0.10084609687328339,0.23647059500217438,0.1403104066848755,0.21205882728099823,3.969875153123027,0.3616426698579141,1.696104875141803,0.1498493915379232
0.08892766386270523,0.26036766171455383,0.1427389681339264,0.1891176402568817,4.124663408399052,0.3536918299260834,1.6396464175695287,0.14323202506529195
0.08310142159461975,0.2750367522239685,0.13293366134166718,0.25058823823928833,4.191437608138183,0.37196503302217454,1.8515956173284447,0.16632226505693906
0.07479840517044067,0.28970587253570557,0.13418476283550262,0.251764714717865,4.1537229757274785,0.3685779092886369,1.8296311605320206,0.16720932551202825
0.06999368220567703,0.3039338290691376,0.12574808299541473,0.2635294198989868,5.260705332655928,0.3835401009949459,1.9553926982185406,0.17979028401987815
0.06751006096601486,0.31007352471351624,0.12168900668621063,0.2805882394313812,4.048627628580056,0.37774430533551373,1.9862813560434096,0.17819707418575612
0.06405701488256454,0.31911763548851013,0.1244163066148758,0.263823539018631,3.8740108004883265,0.3779644027634949,1.9295222660465434,0.17174613218246207
0.06280656158924103,0.32397058606147766,0.1251896321773529,0.2629411816596985,4.172360916608156,0.37265853909364083,1.9337251506700697,0.17480365847740298
0.05881153792142868,0.33073529601097107,0.11515040695667267,0.262058824300766,3.8225564949518858,0.38600083412415054,2.079240822580013,0.17766522926300554
0.05729448050260544,0.3394485414028168,0.12464570999145508,0.28205883502960205,4.462251386284604,0.38297479512314425,2.0435643888821895,0.1884783512872187
0.05432352051138878,0.34753677248954773,0.1272403597831726,0.2338235229253769,3.6113405469873303,0.3702630694798759,1.8290456722013448,0.1654263961448882
0.054698798805475235,0.3450367748737335,0.12503549456596375,0.2523529529571533,4.168913083848825,0.3786155106691491,1.9749862491860313,0.17632136805213078
0.05229184404015541,0.35569852590560913,0.11465448141098022,0.30441176891326904,4.450319330384666,0.3878551656217975,2.1480142978663843,0.18885423907418272
0.051804203540086746,0.3590073585510254,0.11735358089208603,0.2826470732688904,3.766286302230399,0.38554424166691303,2.050141589059066,0.17825144112415012
0.05029858648777008,0.3577941060066223,0.11627786606550217,0.27088233828544617,3.788926043993761,0.38529886981461337,2.093852453968568,0.17880333345498262
0.05196202173829079,0.35985293984413147,0.1172114834189415,0.28970587253570557,3.9782287678817103,0.38216067955799354,2.078928682366069,0.17958335723659866
0.0481455959379673,0.37025734782218933,0.11691410839557648,0.26499998569488525,3.78669624280947,0.3771972545899083,2.057423080040286,0.17891532176839037
0.04653610661625862,0.3744485378265381,0.11306177824735641,0.2952941060066223,4.387058284124428,0.387043448344434,2.1584290518431395,0.1891568907562751
0.048130422830581665,0.3725367784500122,0.11477068811655045,0.26852941513061523,3.6173625465133106,0.3814162468117891,2.0775543863973787,0.17824784878135744
0.04652624577283859,0.37988969683647156,0.11374539881944656,0.30352941155433655,3.7855099311206466,0.39124343547812207,2.1987908253965935,0.1909414678551424
0.045348942279815674,0.3872794210910797,0.11526481062173843,0.33000001311302185,4.912075809060168,0.3906097690516605,2.1990230940535747,0.20080362198732862
0.043294426053762436,0.38908088207244873,0.1255599707365036,0.27970588207244873,4.056224440529114,0.3776390902322879,2.04035072669436,0.18507358636843557
0.045408036559820175,0.3777941167354584,0.11323840171098709,0.3123529553413391,4.139030712877843,0.3900041350346434,2.180876760831564,0.1924392063343708
