loss,accuracy,val_loss,val_accuracy,RRMSE,CC,SNR,SSIM
0.19081206619739532,0.0889236256480217,0.2128753513097763,0.17499999701976776,4.1818191899988815,0.5509746434409295,2.1029854268433796,0.11638254730535577
0.1074741929769516,0.1856185793876648,0.18201683461666107,0.23107142746448517,4.388099170005244,0.5579699427455193,2.3683891956748995,0.14167538557925674
0.08532528579235077,0.23405538499355316,0.16450291872024536,0.2678571343421936,4.8102358718190015,0.5723190219235649,2.5967432003159425,0.16678993094577313
0.07322175800800323,0.2659669518470764,0.15651047229766846,0.2601785659790039,4.757061290569307,0.5739920865878491,2.625720711905321,0.16732695363031605
0.06572926044464111,0.28881198167800903,0.15506501495838165,0.27767857909202576,4.33855985694292,0.5743901686131139,2.6605000526732154,0.17459331744588136
0.060226645320653915,0.30681106448173523,0.14907792210578918,0.28678572177886963,4.338643548573527,0.5755498215747321,2.726784868066733,0.1749629877413581
0.05648893490433693,0.3226886987686157,0.1426946222782135,0.3078571557998657,4.321421353699692,0.5800540910270495,2.765374207627295,0.1774673582383618
0.05334822088479996,0.3287181854248047,0.14235761761665344,0.3112500011920929,4.584407932741749,0.5805569452567282,2.818652651346645,0.18559810404814053
0.050685834139585495,0.341692715883255,0.14008089900016785,0.3008928596973419,4.1821777258304715,0.5806848791716367,2.770528745001368,0.1772941532142559
0.04870054870843887,0.34740954637527466,0.13938754796981812,0.320892870426178,4.847517813336439,0.5811141583148909,2.8590978544815964,0.19099100817983103
0.0471002496778965,0.35520321130752563,0.134447380900383,0.3169642984867096,4.55465523247521,0.582802595253401,2.870310290866217,0.18444625267227813
0.04527628421783447,0.3644484281539917,0.14269542694091797,0.30464285612106323,5.4104385129600505,0.5831089431458254,2.866319478032369,0.1960671859813761
0.0445437990128994,0.3655426502227783,0.13518184423446655,0.3278571367263794,4.43866988393838,0.5835843739835103,2.892146648879024,0.19126761973900042
0.04318175092339516,0.3734256327152252,0.13414566218852997,0.3283928632736206,4.871461140625772,0.5835819158562325,2.9006786966789773,0.19069448562651814
0.04195732623338699,0.3762393891811371,0.13288217782974243,0.3425000011920929,4.464340567875504,0.5842023833439236,2.9012443075520564,0.18705598418111233
0.04097537323832512,0.3821125626564026,0.13610857725143433,0.3110714256763458,4.229937945684388,0.5812638995678345,2.865267016044684,0.18708172341404217
0.03994541987776756,0.38503795862197876,0.13451619446277618,0.33392858505249023,4.584895590620396,0.5843375515054234,2.9252315368875346,0.1952906102953919
0.039029739797115326,0.38461366295814514,0.13196367025375366,0.3648214340209961,4.394204614419271,0.5833556273703656,2.918491102769992,0.19266944413625683
0.038407281041145325,0.38858866691589355,0.1354774534702301,0.3310714364051819,4.431871247735741,0.5824118635924506,2.9110723223407486,0.1939033374078107
0.037570081651210785,0.3961813449859619,0.13076071441173553,0.3482142984867096,4.16106641704077,0.5850060659642459,2.9454109800419332,0.19382224943301696
0.036817796528339386,0.39682894945144653,0.13386978209018707,0.3410714268684387,4.681409237763537,0.5865661187287221,2.966994373439901,0.2026204379361831
0.035995710641145706,0.39823582768440247,0.13017021119594574,0.3385714292526245,4.292975519677828,0.5860384771954269,2.9501054817950614,0.19556239586049698
0.03526856750249863,0.405225545167923,0.12859345972537994,0.36000001430511475,4.121281972704664,0.5864785134608624,2.963108586539104,0.19505986992219262
0.034909896552562714,0.4071683883666992,0.1301725059747696,0.3533928692340851,4.547743551845808,0.5863956548869534,2.964030650154469,0.19835280974765263
0.03436153382062912,0.40803930163383484,0.12884454429149628,0.341785728931427,4.354527437278548,0.5863093761898711,2.995105843597387,0.19849768740041343
0.03361131250858307,0.4127512276172638,0.13133089244365692,0.34482142329216003,4.2530659542474085,0.5866979434187651,2.993754369679382,0.2013037401036711
0.033156152814626694,0.41779813170433044,0.13330888748168945,0.365535706281662,4.619897157691581,0.5873169072379497,2.9765531041316984,0.20384417467719845
0.032639648765325546,0.4190933406352997,0.13056118786334991,0.3430357277393341,4.464517900130846,0.5861267098488372,2.967736514380935,0.1975416779462263
0.032234128564596176,0.4189817011356354,0.12867876887321472,0.34482142329216003,4.41171016841814,0.5868909933389315,2.971098554949539,0.19686204159353277
0.03199801966547966,0.42190709710121155,0.1304486095905304,0.3496428430080414,4.727384771485908,0.5878904217080688,2.9916273003495073,0.20259071997245792
