loss,accuracy,val_loss,val_accuracy
185.5983428955078,0.0018749999580904841,47.57646942138672,0.0017647058703005314
78.70939636230469,0.002316176425665617,28.545316696166992,0.004705882165580988
59.06880187988281,0.0021691175643354654,22.400270462036133,0.002352941082790494
46.199180603027344,0.0018382353009656072,20.87911605834961,0.0008823529351502657
38.558902740478516,0.0015808823518455029,15.910201072692871,0.0008823529351502657
32.89094543457031,0.0017647058703005314,14.700704574584961,0.002352941082790494
28.498106002807617,0.0013970588333904743,11.431537628173828,0.0005882352706976235
24.814815521240234,0.0021691175643354654,10.582406044006348,0.0020588235929608345
21.684162139892578,0.0017647058703005314,9.305133819580078,0.0005882352706976235
18.992063522338867,0.0020220589358359575,8.652609825134277,0.0008823529351502657
16.593120574951172,0.0017647058703005314,7.73399019241333,0.0008823529351502657
14.395671844482422,0.001985294045880437,6.43386697769165,0.001176470541395247
12.341615676879883,0.0016176470089703798,6.489523410797119,0.00029411763534881175
10.435439109802246,0.0015441176947206259,5.273659706115723,0.0017647058703005314
8.657118797302246,0.00147058826405555,4.703441619873047,0.0035294117406010628
7.0671491622924805,0.0020588235929608345,4.124978542327881,0.010588235221803188
5.791907787322998,0.0016176470089703798,3.739001512527466,0.009411764331161976
4.983821868896484,0.0021323529072105885,3.4329721927642822,0.00147058826405555
4.478530406951904,0.002352941082790494,3.395462989807129,0.0
4.314826011657715,0.00194852938875556,3.837730646133423,0.002647058805450797
4.278727054595947,0.0017279412131756544,3.5467140674591064,0.0
4.280910968780518,0.002242647111415863,3.664048194885254,0.0
4.267435550689697,0.0020588235929608345,4.0785322189331055,0.0
4.2767415046691895,0.001507352921180427,3.849074602127075,0.0029411765281111
4.206597328186035,0.0013235294027253985,3.8691976070404053,0.0
4.124057769775391,0.0016911764396354556,3.7746989727020264,0.0
4.085655212402344,0.00194852938875556,3.891085624694824,0.00029411763534881175
3.97586989402771,0.0020588235929608345,3.824573516845703,0.006764705758541822
3.9344322681427,0.0024264706298708916,3.918004274368286,0.0029411765281111
3.867677688598633,0.0018014706438407302,3.760026216506958,0.0
3.797783851623535,0.00194852938875556,3.5685245990753174,0.0
3.7368290424346924,0.002352941082790494,3.4680628776550293,0.0
3.6541857719421387,0.0020955882500857115,3.574846029281616,0.0029411765281111
3.618591070175171,0.0015808823518455029,3.3124160766601562,0.0117647061124444
