loss,accuracy,val_loss,val_accuracy
0.19741958379745483,0.07235293835401535,0.10932488739490509,0.13735294342041016
0.08516254276037216,0.178602933883667,0.07886966317892075,0.20647059381008148
0.060522887855768204,0.2388235330581665,0.06650799512863159,0.24029411375522614
0.04832830652594566,0.28525733947753906,0.05933041125535965,0.26411765813827515
0.04082660749554634,0.3218750059604645,0.05431745946407318,0.29058822989463806
0.03567346930503845,0.3458455801010132,0.051925718784332275,0.338823527097702
0.031874705106019974,0.36977940797805786,0.048649050295352936,0.32911765575408936
0.02889193221926689,0.3882720470428467,0.0473066121339798,0.35147058963775635
0.026563508436083794,0.4046691060066223,0.045676618814468384,0.3535294234752655
0.024651220068335533,0.4206250011920929,0.04438193514943123,0.3623529374599457
0.022988805547356606,0.43636029958724976,0.04353591054677963,0.36441177129745483
0.02160613052546978,0.4474632441997528,0.04239031672477722,0.39088234305381775
0.02042471058666706,0.4584191143512726,0.04150662571191788,0.38470587134361267
0.019372040405869484,0.4712499976158142,0.040772873908281326,0.39411765336990356
0.01841103285551071,0.4770588278770447,0.03986334800720215,0.38647058606147766
0.01761220209300518,0.4918749928474426,0.03978424891829491,0.41499999165534973
0.01686711423099041,0.496838241815567,0.03895493596792221,0.40352940559387207
0.0161820650100708,0.5023529529571533,0.03910082206130028,0.400882363319397
0.015577144920825958,0.5169117450714111,0.0385255441069603,0.4314706027507782
0.014985154382884502,0.5200735330581665,0.03812504932284355,0.43970587849617004
0.014559871517121792,0.5273897051811218,0.03803502768278122,0.43882352113723755
0.014081034809350967,0.5335294008255005,0.03748982399702072,0.42235293984413147
0.01364049781113863,0.5390441417694092,0.037056565284729004,0.4252941310405731
0.013239707797765732,0.5468382239341736,0.03745569288730621,0.4417647123336792
0.012864481657743454,0.5504412055015564,0.03714431822299957,0.44735294580459595
0.012539508752524853,0.5549264550209045,0.0368986576795578,0.4367647171020508
0.012227489612996578,0.5573896765708923,0.036677081137895584,0.45588234066963196
0.011923953890800476,0.5622794032096863,0.03613029420375824,0.4391176402568817
0.011656107380986214,0.5715073347091675,0.036337267607450485,0.45264706015586853
0.011375387199223042,0.5708088278770447,0.03586285933852196,0.4579411745071411
0.011132704094052315,0.5739706158638,0.03595828264951706,0.45264706015586853
0.010928378440439701,0.5831985473632812,0.0357418917119503,0.4749999940395355
0.0106875691562891,0.582058846950531,0.03589767962694168,0.465588241815567
0.01046343520283699,0.5863234996795654,0.03565831854939461,0.47205883264541626
0.010258009657263756,0.590147078037262,0.0357963889837265,0.46441176533699036
0.010098665952682495,0.5961029529571533,0.03558870404958725,0.4664705991744995
0.009913587011396885,0.5971691012382507,0.03543414548039436,0.4749999940395355
0.00972870085388422,0.6024632453918457,0.035362642258405685,0.4761764705181122
0.009599100798368454,0.6031249761581421,0.035317402333021164,0.486176460981369
0.009411478415131569,0.6038970351219177,0.03541174158453941,0.48941177129745483
0.009258379228413105,0.609375,0.035402219742536545,0.4673529267311096
0.00911103654652834,0.6106985211372375,0.035466454923152924,0.49000000953674316
0.008985553868114948,0.6105514764785767,0.03534077852964401,0.4835294187068939
0.008853575214743614,0.6167647242546082,0.035317711532115936,0.4623529314994812
0.008730691857635975,0.6173529624938965,0.03521125018596649,0.4723529517650604
0.008598929271101952,0.617867648601532,0.03500853478908539,0.46794116497039795
0.00848823320120573,0.6220220327377319,0.03492053970694542,0.4873529374599457
0.008378760889172554,0.627169132232666,0.03503752499818802,0.4826470613479614
0.008270437829196453,0.6246323585510254,0.03515320643782616,0.47294119000434875
0.008165211416780949,0.6327205896377563,0.03526006639003754,0.486176460981369
0.008058913983404636,0.633897066116333,0.034873105585575104,0.4632352888584137
0.007960822433233261,0.6323161721229553,0.03471884876489639,0.48500001430511475
0.007844805717468262,0.635735273361206,0.035209186375141144,0.4888235330581665
0.007761630229651928,0.6352205872535706,0.034747008234262466,0.48176470398902893
0.0076751019805669785,0.6411396861076355,0.034654125571250916,0.49352940917015076
0.007598675787448883,0.6437132358551025,0.03466695547103882,0.5008823275566101
0.007483312394469976,0.6430882215499878,0.03456934168934822,0.50352942943573
0.007399312220513821,0.6447058916091919,0.034736573696136475,0.4947058856487274
0.007327650208026171,0.6445955634117126,0.03472278639674187,0.49352940917015076
0.007258892059326172,0.6484558582305908,0.03513607382774353,0.489705890417099
0.007171148434281349,0.6527573466300964,0.03482726216316223,0.4985294044017792
0.007099674083292484,0.6513970494270325,0.03488561883568764,0.49882352352142334
0.007042461074888706,0.6546691060066223,0.03466052934527397,0.5167647004127502
0.006958190351724625,0.6538970470428467,0.03481733053922653,0.5111764669418335
0.006888877600431442,0.6603676676750183,0.0345793180167675,0.5023529529571533
0.006833363324403763,0.6601470708847046,0.034817226231098175,0.4958823621273041
0.006758360657840967,0.6603308916091919,0.034392260015010834,0.4779411852359772
0.006709125824272633,0.6579411625862122,0.03467201441526413,0.5023529529571533
0.0066336411982774734,0.6590808629989624,0.03451278805732727,0.5126470327377319
0.00657016271725297,0.6586397290229797,0.03456184267997742,0.49970588088035583
0.006514245644211769,0.6655882596969604,0.034556400030851364,0.5029411911964417
0.006449938751757145,0.6673529148101807,0.03448233753442764,0.5097059011459351
0.006381739396601915,0.6683823466300964,0.03430093079805374,0.5149999856948853
0.006322723347693682,0.6691544055938721,0.034752074629068375,0.5091176629066467
0.006298950407654047,0.6650000214576721,0.03443865478038788,0.49882352352142334
0.006238329224288464,0.6718014478683472,0.03468703478574753,0.5038235187530518
0.006183262914419174,0.6692647337913513,0.03459349647164345,0.5208823680877686
0.006113407667726278,0.675808846950531,0.03467320278286934,0.5261764526367188
0.006087832618504763,0.6698161959648132,0.034436360001564026,0.5091176629066467
0.006028106436133385,0.6734558939933777,0.034570250660181046,0.5202941298484802
